Time;GroupID;ItemsFound;Score;TotalTrials;isRobot
14:49:43;5079754;0;0;72;0
14:49:43;5079754;22;4500;63;0
12:16:12;5111646;10;150;65;0
12:16:12;5111646;14;580;39;0
12:16:12;5111646;13;565;31;0
12:16:12;5111646;13;565;42;0
12:16:12;5111646;4;60;72;0
12:16:12;5111646;13;565;59;0
14:45:37;5311215;9;135;130;0
14:45:37;5311215;9;135;84;0
14:45:37;5311215;4;60;82;0
14:45:37;5311215;5;75;42;0
14:45:37;5311215;1;15;53;0
14:45:37;5311215;8;120;32;0
20:10:15;5829140;5;75;52;0
20:10:15;5829140;8;120;24;0
20:10:15;5829140;8;120;94;0
20:10:15;5829140;2;30;38;0
20:10:15;5829140;7;105;101;0
20:10:15;5829140;6;90;115;0
20:31:18;5999906;0;0;0;0
20:31:18;5999906;9;135;69;0
20:31:18;5999906;9;135;59;0
20:31:18;5999906;5;75;60;0
20:31:18;5999906;10;150;127;0
20:31:18;5999906;9;135;49;0
17:54:11;6091852;28;7200;68;0
17:54:11;6091852;28;6890;65;0
17:54:11;6091852;32;10600;93;0
17:54:11;6091852;25;6305;78;0
17:54:11;6091852;18;3500;51;0
17:54:11;6091852;18;3790;84;0
18:34:28;6423163;13;565;114;0
18:34:28;6423163;1;15;73;0
18:34:28;6423163;11;535;38;0
18:34:28;6423163;12;550;52;0
18:34:28;6423163;11;535;61;0
18:34:28;6423163;12;550;62;0
12:58:08;6721805;9;135;65;0
12:58:08;6721805;9;135;117;0
12:58:08;6721805;10;150;89;0
12:58:08;6721805;6;90;78;0
12:58:08;6721805;7;105;92;0
12:58:08;6721805;6;90;43;0
13:22:02;6982264;18;2490;55;0
13:22:02;6982264;1;15;85;0
13:22:02;6982264;19;2505;95;0
13:22:02;6982264;19;2505;60;0
13:22:02;6982264;19;2505;62;0
13:22:02;6982264;18;2490;88;0
17:51:36;7122940;18;1470;76;0
17:51:36;7122940;19;2295;94;0
17:51:36;7122940;3;45;26;0
17:51:36;7122940;10;900;84;0
17:51:36;7122940;20;2510;100;0
17:51:36;7122940;15;975;31;0
17:14:21;7587720;2;30;36;0
17:14:21;7587720;20;3200;72;0
17:14:21;7587720;5;75;29;0
17:14:21;7587720;3;45;40;0
17:14:21;7587720;19;3185;56;0
17:14:21;7587720;6;90;63;0
20:32:59;7966798;10;150;79;0
20:32:59;7966798;0;0;41;0
20:32:59;7966798;10;150;84;0
20:32:59;7966798;9;135;96;0
20:32:59;7966798;10;150;65;0
20:32:59;7966798;10;150;55;0
13:10:07;8011292;8;120;54;0
13:10:07;8011292;9;135;49;0
13:10:07;8011292;4;60;38;0
13:10:07;8011292;10;150;111;0
13:10:07;8011292;9;135;50;0
13:10:07;8011292;8;120;39;0
12:27:18;8034298;2;30;8;0
12:27:18;8034298;12;550;138;0
12:27:18;8034298;25;3215;76;0
12:27:18;8034298;25;3675;67;0
12:27:18;8034298;30;5550;152;0
12:27:18;8034298;21;1905;69;0
13:19:21;8173748;5;75;38;0
13:19:21;8173748;6;90;46;0
13:19:21;8173748;6;90;46;0
13:19:21;8173748;5;75;88;0
13:19:21;8173748;6;90;43;0
13:19:21;8173748;5;75;74;0
17:16:06;8215757;26;6030;114;0
17:16:06;8215757;8;120;68;0
17:16:06;8215757;21;4215;52;0
17:16:06;8215757;21;4075;57;0
17:16:06;8215757;3;45;33;0
17:16:06;8215757;27;6845;80;0
14:44:07;8243806;9;135;59;0
14:44:07;8243806;9;135;76;0
14:44:07;8243806;12;550;63;0
14:44:07;8243806;5;75;114;0
14:44:07;8243806;8;120;32;0
14:44:07;8243806;9;135;100;0
13:07:23;8587608;20;3070;92;0
13:07:23;8587608;13;565;29;0
13:07:23;8587608;9;1345;96;0
13:07:23;8587608;12;550;76;0
13:07:23;8587608;21;4455;119;0
13:07:23;8587608;20;3320;84;0
20:12:42;8590804;7;105;60;0
20:12:42;8590804;5;75;38;0
20:12:42;8590804;3;45;89;0
20:12:42;8590804;4;60;40;0
20:12:42;8590804;10;150;62;0
20:12:42;8590804;10;150;63;0
14:50:38;8639528;20;3680;82;0
14:50:38;8639528;22;4660;59;0
14:50:38;8639528;3;45;64;0
14:50:38;8639528;16;2160;63;0
14:50:38;8639528;30;9380;96;0
14:50:38;8639528;17;3435;30;0
13:05:50;8714986;14;2430;69;0
13:05:50;8714986;4;60;31;0
13:05:50;8714986;1;15;8;0
13:05:50;8714986;3;45;81;0
13:05:50;8714986;14;2430;53;0
13:05:50;8714986;14;2430;76;0
19:59:55;8758861;13;565;65;0
19:59:55;8758861;11;485;82;0
19:59:55;8758861;0;0;68;0
19:59:55;8758861;10;300;123;0
19:59:55;8758861;13;565;107;0
19:59:55;8758861;6;90;34;0
15:05:14;9089627;13;565;76;0
15:05:14;9089627;6;90;51;0
15:05:14;9089627;17;2145;106;0
15:05:14;9089627;16;2130;96;0
15:05:14;9089627;3;45;84;0
15:05:14;9089627;6;90;81;0
18:33:05;9333712;11;485;97;0
18:33:05;9333712;10;150;76;0
18:33:05;9333712;8;120;74;0
18:33:05;9333712;6;90;91;0
18:33:05;9333712;10;150;113;0
18:33:05;9333712;9;135;69;0
15:28:59;9668264;3;45;46;0
15:28:59;9668264;17;1105;103;0
15:28:59;9668264;16;1090;66;0
15:28:59;9668264;8;820;65;0
15:28:59;9668264;8;120;73;0
15:28:59;9668264;16;1090;76;0
20:23:55;9754033;7;105;48;0
20:23:55;9754033;3;45;52;0
20:23:55;9754033;7;105;36;0
20:23:55;9754033;7;105;84;0
20:23:55;9754033;7;105;54;0
20:23:55;9754033;7;105;77;0
17:20:03;9871173;4;60;78;0
17:20:03;9871173;14;580;49;0
17:20:03;9871173;14;580;55;0
17:20:03;9871173;13;565;66;0
17:20:03;9871173;13;565;65;0
17:20:03;9871173;12;550;34;0
18:39:12;9898227;9;135;76;0
18:39:12;9898227;3;45;33;0
18:39:12;9898227;3;45;25;0
18:39:12;9898227;1;15;66;0
18:39:12;9898227;3;45;42;0
18:39:12;9898227;3;45;53;0
